text,label
RT @Baseball_Photos: A 17 year old girl once struck out Babe Ruth and Lou Gehrig back to back and was banned from baseball for it #Yankees &#8230;,not depression
i inspect samples of wheat i started feeling that i was a suspicious character,not depression
i feel like i am totally trusting someone my soul cannot submit to that and so walls go up and the restlessness never ends,not depression
i was starting to feel resentful towards ah kiat with regards to his obsessive and anal approach towards the house and forgetting he has only treated me with lots of love care and attention so far since weve been together,not depression
i cant help feeling mad at this man,not depression
"green beans, summer yellow squash, zucchini, cucumber I will set some more out by the road today its free.",not depression
i feel like my husband is being sweet with me again,not depression
i woke feeling hopeful,not depression
i feel ugly to my fellow humans,depression
@Royceda59 Green bananas are better then yellow ones too.,not depression
i am feeling really lousy i take out the diy therapy chart and look up the emotion i am experiencing,depression
"I was accused of never taking a full front face shot, so here is one. No slant or angle or nothing. :) http://t.co/yCuVyPV1n0",not depression
i said im only pages and this book feels so tortured and you can really feel the pain of the characters,not depression
"@McLaffyTaffy ""The Yankees of football"" was the funniest part of your latest video. Sincerely, all of Pittsburgh.",not depression
i also always feel a little scared,not depression
Cardinals score 1st. They lead 1-0 in the top 3rd with birds on base. #NLCS #SFvsSTL,not depression
i will stop and consider where my meal has come from not just some of the time when i m feeling virtuous but every time i sit down to eat,not depression
i still feel the pressure to make sure they are excited by what santa brings,not depression
"I'm Camera Shy, Don't Talk on Phones and Love when it rain.....If youn kno the life you wouldn't understand",not depression
i didnt feel like i missed anything at all,depression
i can t imagine any reader feels lethargic calm and content after reading it,depression
i only watch about television shows regularly and even those feel like a time commitment that pulls on me when i just want to be entertained,not depression
i had no obligations except the thesis which i didnt do i already started missing something that would make free time feel more valuable,not depression
i don t really feel all that bothered by it to be honest,not depression
Literally in the middle of the ghetto and these people look scary,not depression
im feeling amused you know that info was posted directly on your site in plain view and it is exactly where it was in the first place posted directly on livevideo on your site last night on the internet,not depression
RT @KingCuh: ouuua ita siana. alu polosi ho nifo NAMU TA'E.,not depression
i can honestly say this is one time in my life where i feel legtimately victimized,depression
im sure you know the feeling of cant be bothered i just feel poo,not depression
&#8220;@TheSportsDiva23: Adam Jones homers Yankees now lead 5-3.&#8221;Guy is a monsta,not depression
i feel anguish for a family that was assaulted raped and systematically assassinated by u,not depression
RT @tableninemutant: So City Lights is a Charlie Chaplin movie by @007hertzrumble http://t.co/qYN1Bc7MxS via @wordpressdotcom,not depression
i started feeling this job was worthwhile,not depression
i went to bed feeling very pleased with my lovely day out and feeling like id made a few really lovely friends,not depression
&#8220;@BeautyOfASinner: So they really deleted flappy bird from the App Store cus someone killed themselves over it &#128514;&#8221; foreal foreal ?? &#128561;&#128557;,not depression
i hadnt been feeling well all week in calgary so with this added relaxation in the first run of the second race i set another pb time by almost,not depression
i love him but i feel threatened with him around a little,not depression
i am feeling stupid and stuck and i know that the best way to get it to end is just to get it to end,depression
"Don't really care if a fighters black, white, yellow or Dalmatian. If he is good he is good.",not depression
im working with right now and im feeling a lot more optimistic about this pattern,not depression
im feeling quite pathetic and miserable actually,depression
"From Jihadi streams: Rutba, Anbar Province, #Iraq http://t.co/K6j37J2sgL",not depression
i had a hard time feeling joyful this morning because this morning it was just about the gifts,not depression
i seriously feel like a prisoner and i feel awfully gloomy when im in school thats why i always want to get out of the gates as early as possible,depression
i told dh i was feeling internally shaky,not depression
i feel agitated right on through,not depression
i feel honoured that my art is in someone s home and is being enjoyed on a daily basis,not depression
Graham crackers and hazelnut coffee are my fave &#128152;&#9786;&#65039;,not depression
"&#8220;@PrayForJack I survived swine flu, bird flu, west nile and the Bloomberg administration. I'll be fine&#8221;the abortion survival. Cant 4get that",not depression
i feel exceptionally lucky to visit suzanna whose life here is pretty damn idyllic at least from the perspective of a vacationer breezing in for a week,not depression
